0;0;0;0;land;false;unknown;0
1;97;137;4;land;false;plains;1
2;204;184;213;land;false;jungle;1
3;224;241;140;land;false;jungle;1
4;181;196;176;land;false;jungle;1
5;183;226;146;land;false;jungle;1
6;209;131;169;land;false;jungle;1
7;254;206;243;land;false;jungle;1
8;73;203;246;land;false;jungle;1
9;160;185;207;land;false;jungle;1
10;242;179;132;land;false;jungle;1
11;225;226;219;land;false;jungle;1
12;222;197;181;land;false;jungle;1
13;247;142;180;land;false;jungle;1
14;161;228;114;land;false;plains;1
15;213;210;77;land;true;plains;1
16;236;223;190;land;true;plains;1
17;54;237;236;land;false;plains;1
18;249;183;158;land;false;plains;1
19;206;240;72;land;true;plains;1
20;198;152;211;land;true;plains;1
21;208;247;73;land;true;plains;1
22;249;136;144;land;false;plains;1
23;123;253;238;land;false;plains;1
24;239;163;247;land;false;plains;1
25;218;202;242;land;false;plains;1
26;249;254;8;land;false;plains;1
27;219;194;218;land;true;plains;1
28;89;199;238;land;false;plains;1
29;205;241;77;land;false;plains;1
30;227;162;246;land;false;plains;1
31;244;106;163;land;false;plains;1
32;184;209;181;land;false;plains;1
33;216;120;237;land;false;plains;1
34;241;227;134;land;false;forest;1
35;120;248;150;land;false;forest;1
36;222;172;218;land;false;forest;1
37;88;219;240;land;false;plains;1
38;157;203;143;land;false;forest;1
39;130;213;183;land;false;forest;1
40;179;230;103;land;false;plains;1
41;230;43;237;land;false;forest;1
42;201;233;198;land;false;plains;1
43;167;205;218;land;false;plains;1
44;148;223;234;land;true;plains;1
45;143;211;242;land;false;plains;1
46;78;193;253;land;false;plains;1
47;183;94;246;land;false;plains;1
48;140;225;145;land;false;plains;1
49;252;96;225;land;false;plains;1
50;245;104;223;land;false;plains;1
51;121;176;244;land;false;plains;1
52;175;202;153;land;false;plains;1
53;228;106;230;land;false;jungle;1
54;252;201;59;land;false;jungle;1
55;249;206;109;land;false;jungle;1
56;173;220;234;land;false;jungle;1
57;97;243;251;land;false;plains;1
58;191;90;250;land;false;plains;1
59;213;211;141;land;false;plains;1
60;164;226;112;land;false;plains;1
61;191;249;161;land;false;plains;1
62;220;253;60;land;false;plains;1
63;210;215;207;land;false;plains;1
64;148;243;109;land;false;plains;1
65;225;207;105;land;false;plains;1
66;207;140;180;land;false;plains;1
67;104;244;161;land;false;plains;1
68;252;149;189;land;false;plains;1
69;225;177;167;land;false;plains;1
70;237;93;227;land;false;plains;1
71;151;124;226;land;false;plains;1
72;163;195;222;land;false;plains;1
73;251;222;125;land;false;plains;1
74;87;249;173;land;false;plains;1
75;121;213;170;land;false;plains;1
76;242;227;98;land;false;plains;1
77;180;218;115;land;false;plains;1
78;196;115;208;land;false;plains;1
79;209;88;206;land;false;plains;1
80;198;252;250;land;false;plains;1
81;172;249;136;land;false;plains;1
82;224;237;212;land;false;plains;1
83;161;184;217;land;false;plains;1
84;242;149;166;land;false;plains;1
85;238;126;214;land;false;desert;1
86;236;219;213;land;false;desert;1
87;135;181;196;land;false;jungle;1
88;201;176;194;land;false;plains;1
89;173;167;213;land;false;plains;1
90;212;215;134;land;false;plains;1
91;233;232;238;land;false;plains;1
92;150;153;226;land;false;plains;1
93;231;175;170;land;false;plains;1
94;200;247;167;land;false;plains;1
95;228;109;171;land;false;jungle;1
96;248;194;178;land;false;jungle;1
97;163;210;129;land;false;jungle;1
98;176;216;214;land;false;jungle;1
99;150;241;203;land;false;jungle;1
100;244;248;195;land;false;jungle;1
101;193;252;155;land;false;jungle;1
102;71;234;218;land;false;jungle;1
103;136;249;131;land;true;jungle;1
104;245;182;234;land;true;jungle;1
105;186;172;231;land;true;jungle;1
106;209;134;174;land;false;plains;1
107;208;86;239;land;false;plains;1
108;225;105;185;land;true;jungle;1
109;159;139;234;land;true;jungle;1
110;182;219;224;land;true;jungle;1
111;251;193;66;land;true;jungle;1
112;193;205;241;land;false;jungle;1
113;168;250;239;land;false;jungle;1
114;128;207;165;land;false;jungle;1
115;231;220;61;land;false;jungle;1
116;192;166;213;land;false;jungle;1
117;173;234;224;land;false;jungle;1
118;226;253;88;land;false;forest;1
119;239;227;246;land;false;forest;1
120;158;209;218;land;false;forest;1
121;254;173;224;land;false;forest;1
122;196;146;186;land;false;forest;1
123;49;223;238;land;false;desert;1
124;196;169;182;land;false;plains;1
125;210;127;213;land;false;plains;1
126;144;243;204;land;false;plains;1
127;79;254;179;land;false;plains;1
128;203;220;123;land;false;plains;1
129;237;201;185;land;false;plains;1
130;250;230;177;land;false;forest;1
131;137;199;218;land;false;forest;1
132;131;198;232;land;false;forest;1
133;36;232;241;land;false;forest;1
134;192;236;174;land;false;forest;1
135;178;150;184;land;false;forest;1
136;252;254;248;land;false;forest;1
137;246;222;240;land;false;forest;1
138;243;241;251;land;false;forest;1
139;222;222;130;land;false;forest;1
140;251;201;156;land;false;forest;1
141;148;170;251;land;false;forest;1
142;197;65;253;land;false;forest;1
143;178;163;248;land;false;forest;1
144;101;187;224;land;false;forest;1
145;162;252;91;land;false;forest;1
146;245;108;200;land;false;forest;1
147;78;238;193;land;false;forest;1
148;231;212;63;land;false;forest;1
149;207;243;217;land;false;forest;1
150;231;228;199;land;false;forest;1
151;254;167;108;land;false;forest;1
152;85;226;252;land;false;forest;1
153;167;244;188;land;false;forest;1
154;194;212;150;land;false;forest;1
155;115;222;181;land;false;forest;1
156;224;100;191;land;false;forest;1
157;101;251;166;land;false;forest;1
158;241;231;88;land;false;forest;1
159;252;196;74;land;false;forest;1
160;216;222;161;land;false;forest;1
161;254;134;170;land;false;forest;1
162;216;253;62;land;false;forest;1
163;165;228;200;land;false;forest;1
164;187;215;146;land;false;forest;1
165;234;216;242;land;false;forest;1
166;146;220;253;land;false;forest;1
167;154;179;254;land;false;forest;1
168;211;243;154;land;false;forest;1
169;213;191;125;land;false;forest;1
170;236;190;227;land;false;forest;1
171;222;203;83;land;false;forest;1
172;129;197;251;land;false;forest;1
173;250;141;152;land;false;forest;1
174;229;144;172;land;false;forest;1
175;244;108;158;land;false;forest;1
176;182;223;157;land;false;forest;1
177;239;67;242;land;false;forest;1
178;223;146;243;land;false;forest;1
179;211;164;244;land;false;forest;1
180;241;205;88;land;false;forest;1
181;241;209;112;land;false;forest;1
182;136;204;233;land;false;forest;1
183;226;240;117;land;false;forest;1
184;239;171;240;land;false;forest;1
185;177;221;158;land;false;forest;1
186;207;240;112;land;false;forest;1
187;240;175;164;land;false;forest;1
188;233;160;137;land;false;jungle;1
189;197;225;227;land;false;jungle;1
190;197;241;204;land;false;jungle;1
191;177;97;251;land;false;jungle;1
192;218;197;208;land;false;jungle;1
193;170;206;136;land;false;plains;1
194;179;242;179;land;false;plains;1
195;247;61;239;land;false;plains;1
196;236;226;75;land;false;plains;1
197;214;183;131;land;false;jungle;1
198;152;148;210;land;false;jungle;1
199;230;105;187;land;false;jungle;1
200;136;245;251;land;false;jungle;1
201;248;154;229;land;false;jungle;1
202;251;246;178;land;false;jungle;1
203;114;193;198;land;false;jungle;1
204;206;205;161;land;false;forest;1
205;216;236;221;land;false;forest;1
206;164;217;154;land;false;forest;1
207;209;251;236;land;false;forest;1
208;72;247;190;land;false;plains;1
209;139;230;247;land;false;plains;1
210;209;150;212;land;false;plains;1
211;242;75;228;land;false;forest;1
212;161;245;129;land;false;forest;1
213;182;194;166;land;false;forest;1
214;116;239;251;land;false;forest;1
215;228;177;239;land;false;forest;1
216;138;175;241;land;false;forest;1
217;246;223;234;land;false;plains;1
218;148;223;222;land;false;plains;1
219;176;147;177;land;false;plains;1
220;139;149;217;land;false;plains;1
221;200;209;218;land;false;plains;1
222;137;206;186;land;false;plains;1
223;140;218;173;land;false;plains;1
224;243;59;206;land;false;plains;1
225;217;169;160;land;false;plains;1
226;74;239;198;land;false;plains;1
227;153;218;232;land;false;plains;1
228;215;187;178;land;false;plains;1
229;203;112;225;land;false;jungle;1
230;171;189;218;land;false;jungle;1
231;120;211;219;land;false;jungle;1
232;225;165;219;land;false;jungle;1
233;236;171;207;land;false;jungle;1
234;178;187;153;land;false;jungle;1
235;162;187;201;land;false;jungle;1
236;219;244;123;land;false;jungle;1
237;79;232;193;land;false;jungle;1
238;223;149;199;land;false;jungle;1
239;233;240;170;land;false;jungle;1
240;249;224;228;land;false;jungle;1
241;252;187;143;land;false;jungle;1
242;211;136;252;land;false;jungle;1
243;191;165;203;land;false;jungle;1
244;212;78;234;land;false;jungle;1
245;227;183;169;land;false;jungle;1
246;133;246;129;land;false;jungle;1
247;181;145;192;land;false;jungle;1
248;239;207;189;land;false;jungle;1
249;195;170;153;land;false;jungle;1
250;140;219;193;land;false;jungle;1
251;211;167;203;land;false;plains;1
252;200;211;117;land;false;plains;1
253;209;252;236;land;false;plains;1
254;216;168;116;land;false;plains;1
255;120;235;218;land;true;plains;1
256;153;223;250;land;false;plains;1
257;160;209;173;land;false;plains;1
258;205;184;145;land;false;plains;1
259;204;151;151;land;false;plains;1
260;196;96;251;land;false;plains;1
261;167;197;169;land;false;plains;1
262;235;230;46;land;false;plains;1
263;199;227;176;land;false;plains;1
264;151;240;139;land;true;forest;1
265;148;202;236;land;false;plains;1
266;187;83;238;land;false;plains;1
267;245;203;227;land;false;plains;1
268;169;190;172;land;false;plains;1
269;221;132;149;land;false;plains;1
270;203;203;204;land;false;plains;1
271;51;232;234;land;false;plains;1
272;225;123;196;land;false;plains;1
273;191;114;221;land;false;plains;1
274;252;76;224;land;false;plains;1
275;208;223;238;land;false;plains;1
276;90;203;237;land;false;plains;1
277;121;187;201;land;false;plains;1
278;239;198;102;land;false;plains;1
279;204;176;209;land;false;plains;1
280;242;200;246;land;false;plains;1
281;220;114;186;land;false;plains;1
282;153;167;226;land;false;plains;1
283;214;202;247;land;false;plains;1
284;138;214;195;land;false;plains;1
285;185;234;228;land;false;plains;1
286;172;178;161;land;false;desert;1
287;248;210;209;land;false;forest;1
288;208;228;155;land;false;forest;1
289;188;95;242;land;false;forest;1
290;167;220;162;land;true;plains;1
291;123;194;234;land;false;plains;1
292;230;219;80;land;false;plains;1
293;215;184;195;land;false;plains;1
294;223;248;211;land;false;plains;1
295;177;102;227;land;false;plains;1
296;226;200;213;land;false;plains;1
297;225;241;83;land;false;plains;1
298;146;146;223;land;false;plains;1
299;238;64;220;land;false;plains;1
300;249;244;35;land;false;plains;1
301;233;153;228;land;false;plains;1
302;222;33;251;land;false;plains;1
303;190;243;169;land;true;jungle;1
304;207;161;189;land;true;jungle;1
305;239;162;243;land;false;jungle;1
306;125;178;203;land;false;jungle;1
307;235;153;221;land;false;jungle;1
308;168;230;167;land;false;jungle;1
309;194;88;231;land;true;jungle;1
310;226;150;172;land;false;jungle;1
311;226;207;188;land;true;jungle;1
312;209;119;179;land;false;plains;1
313;165;173;253;land;false;plains;1
314;170;173;210;land;true;forest;1
315;136;135;229;land;false;plains;1
316;238;180;217;land;false;plains;1
317;160;111;252;land;true;plains;1
318;216;233;91;land;false;plains;1
319;123;240;241;land;false;plains;1
320;221;111;199;land;false;plains;1
321;212;110;248;land;true;plains;1
322;103;211;196;land;true;plains;1
323;183;204;186;land;true;forest;1
324;80;212;209;land;false;plains;1
325;242;163;164;land;false;plains;1
326;200;153;251;land;false;plains;1
327;171;240;231;land;true;plains;1
328;238;171;182;land;true;plains;1
329;45;230;251;land;true;plains;1
330;195;162;158;land;true;plains;1
331;139;177;252;land;true;plains;1
332;218;226;116;land;true;jungle;1
333;231;113;215;land;true;jungle;1
334;205;252;134;land;true;jungle;1
335;252;181;133;land;true;jungle;1
336;238;226;84;land;false;plains;1
337;179;234;222;land;false;plains;1
338;198;148;207;land;false;plains;1
339;240;206;246;land;false;plains;1
340;233;252;132;land;false;plains;1
341;97;201;226;land;false;plains;1
342;94;212;247;land;false;plains;1
343;204;226;123;land;false;plains;1
344;157;208;247;land;false;plains;1
345;95;249;156;land;false;plains;1
346;139;228;241;land;false;plains;1
347;241;190;87;land;false;plains;1
