1;arms_factory;4154.00;10.38;1911.00;2.04;0
1;arms_factory;4168.00;10.63;1980.00;5.06;0
1;arms_factory;4071.00;11.18;1955.00;6.26;0
1;arms_factory;4175.00;11.10;1966.00;4.10;0
1;arms_factory;4113.00;10.78;1973.00;0.48;0
1;arms_factory;4141.00;9.95;2004.00;2.04;0
1;industrial_complex;4183.00;10.25;1987.00;4.71;0
1;industrial_complex;4056.00;10.82;1930.00;2.55;0
1;industrial_complex;4127.00;10.20;1909.00;2.65;0
1;industrial_complex;4043.00;10.40;1960.00;0.49;0
1;industrial_complex;4067.00;10.05;1990.00;4.61;0
1;industrial_complex;4149.00;10.60;1969.00;5.82;0
1;air_base;4085.00;10.65;1977.00;2.55;0
1;naval_base;4023.00;9.85;2008.00;-2.82;17421
1;naval_base;4068.00;9.50;1997.00;-2.14;15716
1;naval_base;4115.00;9.68;1906.00;-1.84;14012
1;naval_base;4022.00;9.98;1954.00;-1.91;16249
1;naval_base;4087.00;9.50;1916.00;0.00;15690
1;naval_base;4203.00;9.85;1988.00;-4.12;13126
1;naval_base;4157.00;9.85;2005.00;-3.75;15220
1;naval_base;4076.00;9.50;1916.00;0.98;15690
1;naval_base;4020.00;9.50;1986.00;-1.13;14692
1;naval_base;4181.00;9.85;2004.00;-3.52;15221
1;naval_base;4113.00;9.90;2000.00;-3.71;13321
1;bunker;4100.00;10.35;1935.00;2.72;0
1;bunker;4059.00;10.20;1985.00;0.56;0
1;bunker;4150.00;10.40;1990.00;3.22;0
1;bunker;4153.00;10.98;1959.00;4.78;0
1;bunker;4126.00;10.30;1915.00;1.16;0
1;bunker;4153.00;10.80;1936.00;5.28;0
1;bunker;4072.00;10.78;1946.00;0.21;0
1;bunker;4054.00;10.32;1915.00;3.23;0
1;bunker;4135.00;10.15;1992.00;1.07;0
1;bunker;4180.00;11.15;1952.00;3.73;0
1;bunker;4198.00;10.23;1976.00;0.11;0
1;bunker;4051.00;10.30;1981.00;1.67;0
1;bunker;4037.00;10.45;1949.00;5.80;0
1;bunker;4102.00;10.45;1942.00;0.72;0
1;bunker;4169.00;10.00;1997.00;4.84;0
1;bunker;4032.00;10.00;2005.00;0.12;0
1;coastal_bunker;4056.00;9.50;1904.00;-0.84;0
1;coastal_bunker;4163.00;9.88;2003.00;-2.26;0
1;coastal_bunker;4023.00;9.50;1962.00;-1.91;0
1;coastal_bunker;4041.00;9.85;2008.00;-2.82;0
1;coastal_bunker;4101.00;9.68;1926.00;1.01;0
1;coastal_bunker;4050.00;9.93;1996.00;-3.58;0
1;coastal_bunker;4127.00;9.88;1997.00;-3.71;0
1;coastal_bunker;4215.00;9.90;1975.00;-4.12;0
1;coastal_bunker;4156.00;9.85;2005.00;-3.75;0
1;coastal_bunker;4068.00;9.50;2001.00;-2.14;0
1;coastal_bunker;4115.00;9.50;1901.00;-1.84;0
1;dockyard;4216.00;9.88;1975.00;-4.12;0
1;anti_air_building;4163.00;11.00;1965.00;4.40;0
1;anti_air_building;4071.00;9.98;1997.00;0.79;0
1;anti_air_building;4183.00;10.00;1994.00;3.81;0
1;synthetic_refinery;4179.00;10.40;1985.00;0.19;0
1;radar_station;4116.00;10.70;1950.00;3.55;0
1;rocket_site;4096.00;10.95;1958.00;4.41;0
1;nuclear_reactor;4135.00;9.90;1895.00;2.25;0
2;arms_factory;1909.00;10.35;1415.00;6.26;0
2;arms_factory;1910.00;10.40;1413.00;4.10;0
2;arms_factory;1910.00;10.15;1427.00;0.48;0
2;arms_factory;1907.00;10.10;1423.00;2.04;0
2;arms_factory;1917.00;10.07;1421.00;4.71;0
2;arms_factory;1905.00;10.40;1417.00;2.55;0
2;industrial_complex;1929.00;10.10;1415.00;2.65;0
2;industrial_complex;1901.00;10.32;1432.00;0.49;0
2;industrial_complex;1906.00;10.18;1421.00;4.61;0
2;industrial_complex;1905.00;10.28;1420.00;5.82;0
2;industrial_complex;1911.00;10.30;1417.00;2.55;0
2;industrial_complex;1930.00;10.00;1409.00;5.22;0
2;air_base;1908.00;10.13;1428.00;1.60;0
2;bunker;1911.00;10.10;1425.00;4.27;0
2;bunker;1932.00;10.00;1412.00;1.00;0
2;bunker;1904.00;10.40;1418.00;3.66;0
2;bunker;1903.00;10.30;1431.00;0.05;0
2;anti_air_building;1912.00;10.10;1426.00;2.71;0
2;anti_air_building;1912.00;10.10;1424.00;5.73;0
2;anti_air_building;1914.00;10.20;1421.00;2.11;0
2;synthetic_refinery;1928.00;10.10;1418.00;4.78;0
2;radar_station;1915.00;10.28;1419.00;1.41;0
2;rocket_site;1903.00;10.30;1431.00;2.72;0
2;nuclear_reactor;1908.00;10.10;1422.00;0.56;0
3;arms_factory;3560.00;9.90;1883.00;0.48;0
3;arms_factory;3560.00;10.05;1894.00;2.04;0
3;arms_factory;3564.00;9.90;1876.00;4.71;0
3;arms_factory;3561.00;9.93;1930.00;2.55;0
3;arms_factory;3576.00;10.13;1886.00;2.65;0
3;arms_factory;3580.00;9.90;1899.00;0.49;0
3;industrial_complex;3591.00;9.98;1885.00;4.61;0
3;industrial_complex;3562.00;10.03;1898.00;5.82;0
3;industrial_complex;3580.00;10.05;1881.00;2.55;0
3;industrial_complex;3542.00;9.90;1862.00;5.22;0
3;industrial_complex;3560.00;9.95;1879.00;1.60;0
3;industrial_complex;3568.00;9.90;1890.00;4.27;0
3;air_base;3588.00;10.10;1887.00;1.00;0
3;naval_base;3574.00;9.85;1894.00;-3.46;17617
3;naval_base;3565.00;9.93;1903.00;-3.46;14442
3;naval_base;3564.00;9.90;1931.00;1.19;14442
3;naval_base;3546.00;9.85;1861.00;1.43;13450
3;bunker;3561.00;10.00;1893.00;2.11;0
3;bunker;3550.00;9.98;1929.00;4.78;0
3;bunker;3592.00;9.98;1885.00;2.61;0
3;bunker;3538.00;9.90;1870.00;2.72;0
3;coastal_bunker;3562.00;9.68;1929.00;1.19;0
3;coastal_bunker;3584.00;9.50;1877.00;-0.20;0
3;coastal_bunker;3542.00;9.90;1875.00;-3.00;0
3;coastal_bunker;3558.00;9.50;1877.00;0.07;0
3;dockyard;3566.00;9.85;1891.00;-3.46;0
3;anti_air_building;3563.00;9.95;1878.00;0.21;0
3;anti_air_building;3552.00;10.00;1933.00;3.23;0
3;anti_air_building;3569.00;10.00;1877.00;1.07;0
3;synthetic_refinery;3554.00;10.10;1925.00;3.73;0
3;radar_station;3564.00;9.98;1897.00;0.89;0
3;rocket_site;3564.00;10.00;1900.00;1.67;0
3;nuclear_reactor;3587.00;10.00;1882.00;5.80;0
4;arms_factory;1236.00;9.90;1896.00;4.71;0
4;arms_factory;1237.00;9.88;1923.00;2.55;0
4;arms_factory;1254.00;10.00;1947.00;2.65;0
4;arms_factory;1258.00;9.98;1902.00;0.49;0
4;arms_factory;1244.00;10.05;1905.00;4.61;0
4;arms_factory;1246.00;9.90;1902.00;5.82;0
4;industrial_complex;1235.00;9.90;1913.00;2.55;0
4;industrial_complex;1254.00;10.05;1896.00;5.22;0
4;industrial_complex;1232.00;9.90;1908.00;1.60;0
4;industrial_complex;1246.00;9.98;1940.00;4.27;0
4;industrial_complex;1229.00;9.90;1903.00;1.00;0
4;industrial_complex;1246.00;9.90;1869.00;3.66;0
4;air_base;1277.00;9.80;1969.00;0.05;0
4;naval_base;1250.00;9.88;1911.00;-3.61;16123
4;naval_base;1241.00;9.50;1942.00;-2.11;16125
4;naval_base;1251.00;9.50;1926.00;-1.57;16123
4;naval_base;1273.00;9.50;1971.00;-0.93;16121
4;naval_base;1262.00;9.82;1944.00;0.38;16122
4;naval_base;1243.00;9.88;1911.00;-3.70;16123
4;naval_base;1254.00;9.50;1850.00;0.00;17224
4;naval_base;1249.00;9.50;1894.00;-0.24;11274
4;naval_base;1279.00;9.88;1960.00;1.57;16120
4;naval_base;1245.00;9.85;1928.00;-3.14;16124
4;naval_base;1246.00;9.50;1867.00;0.00;17224
4;naval_base;1239.00;9.90;1880.00;-3.61;11274
4;bunker;1267.00;9.88;1958.00;3.23;0
4;bunker;1229.00;9.90;1904.00;1.07;0
4;bunker;1231.00;9.82;1879.00;3.73;0
4;bunker;1249.00;10.00;1941.00;0.11;0
4;bunker;1258.00;10.00;1898.00;1.67;0
4;bunker;1255.00;10.13;1903.00;5.80;0
4;bunker;1278.00;9.90;1959.00;0.72;0
4;bunker;1273.00;9.80;1967.00;4.84;0
4;bunker;1242.00;9.90;1928.00;0.12;0
4;bunker;1248.00;9.90;1855.00;2.78;0
4;bunker;1253.00;9.88;1923.00;5.45;0
4;bunker;1247.00;9.90;1872.00;2.19;0
4;coastal_bunker;1236.00;9.50;1894.00;-0.09;0
4;coastal_bunker;1253.00;9.63;1922.00;-1.57;0
4;coastal_bunker;1240.00;9.88;1880.00;-3.61;0
4;coastal_bunker;1279.00;9.85;1958.00;1.57;0
4;coastal_bunker;1250.00;9.50;1851.00;0.00;0
